waste_processor_id,authority,authority_id,period,period_id,waste_stream_type_id,waste_stream_type,facility_type_id,facility_type,national_facility_id,facility_name,facility_postCode,total_tonnes,tonnes_by_material,material_group,material_id,material
6265195,"West Devon Borough Council",4,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",27389,"Palm Paper Limited","PE34 3AL",103.34,103.34,"Paper & Card",7,Paper
6265196,"West Devon Borough Council",4,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",28481,"Recresco Limited - Cwmbran","NP44 5BE",506.42,506.42,"Glass",6,"Mixed glass"
6265197,"West Devon Borough Council",4,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",31085,"Smurfit Kappa UK Ltd","ME6 5AX",0,0,"",0,
6265198,"West Devon Borough Council",4,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",34505,"Wastecare Ltd","TA1 5LZ",0.505,0.505,"Batteries",29,"Post consumer, non automotive batteries"
6265199,"West Devon Borough Council",4,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",39160,"Newbery Recycling Limited","EX31 1GB",0,0,"",0,
6265200,"West Devon Borough Council",4,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",39380,"Kenbury Wood Limited","EX6 7XD",0,0,"",0,
6265201,"West Devon Borough Council",4,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",17,"Reuse (qu35)",7932,Other/Exempt,,0,0,"",0,
6265202,"West Devon Borough Council",4,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",17,"Reuse (qu35)",7932,Other/Exempt,,0,0,"",0,
6265203,"West Devon Borough Council",4,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",17,"Reuse (qu35)",7932,Other/Exempt,,0,0,"",0,
6265204,"West Devon Borough Council",4,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",17,"Reuse (qu35)",7932,Other/Exempt," TQ13 8DR",0,0,"",0,
6265205,"West Devon Borough Council",4,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",17,"Reuse (qu35)",7932,Other/Exempt,,0,0,"",0,
6265206,"West Devon Borough Council",4,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",17,"Reuse (qu35)",7932,Other/Exempt,,0,0,"",0,
6265207,"West Devon Borough Council",4,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",17,"Reuse (qu35)",8720,Charity/Exempt,,0.7,0.7,"Paper & Card",9,Books
6265208,"West Devon Borough Council",4,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",17,"Reuse (qu35)",8720,Charity/Exempt,,14.353,14.353,"Textiles",15,"Textiles & footwear"
6265209,"West Devon Borough Council",4,"Apr 24 - Jun 24",397,2,"Comingled recyclate",8,"Materials recovery facility",39380,"Kenbury Wood Limited","EX6 7XD",237.701,0,"",0,
6265209,"West Devon Borough Council",4,"Apr 24 - Jun 24",397,2,"Comingled recyclate",4,"Incineration with energy recovery",35255,"MVV Environment Devonport Ltd","PL5 1BU",16.487,0,"",0,
6265209,"West Devon Borough Council",4,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23581,"Morris & Co Handlers Ltd","DN11 0PS",23.164,23.164,"Metal",11,"Steel cans"
6265209,"West Devon Borough Council",4,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",31125,"Novelis UK Ltd","WA4 1NN",20.815,20.815,"Metal",12,"Aluminium cans"
6265209,"West Devon Borough Council",4,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",20410,"Closed Loop London Ltd","RM9 6LF",177.236,177.236,"Plastic",14,"Mixed Plastics"
6265210,"West Devon Borough Council",4,"Apr 24 - Jun 24",397,3,"Food waste",11,"Anaerobic or Aerobic Digestion Segregated",35042,"Andigestion Ltd","EX22 7HH",484.14,484.14,"Organic",43,"Waste food only"
6265211,"West Devon Borough Council",4,"Apr 24 - Jun 24",397,4,"Green waste",13,"Windrow or other composting",8721,Compost/Exempt,,0,0,"",0,
6265212,"West Devon Borough Council",4,"Apr 24 - Jun 24",397,4,"Green waste",13,"Windrow or other composting",8721,Compost/Exempt,,10.32,10.32,"Organic",42,"Green garden waste only"
6265213,"West Devon Borough Council",4,"Apr 24 - Jun 24",397,4,"Green waste",13,"Windrow or other composting",35248,"Mr David Bragg and Mrs Karen Bragg","PL19 8NN",748.44,748.44,"Organic",42,"Green garden waste only"
6265214,"West Devon Borough Council",4,"Apr 24 - Jun 24",397,5,"Residual waste",28,"Material From WDA",7196,"Devon Waste Management Ltd","PL19 8JR",103.54,0,"",0,
6265214,"West Devon Borough Council",4,"Apr 24 - Jun 24",397,5,"Residual waste",13,"Windrow or other composting",40489,"Devon Waste Management Limited","EX38 7JA",103.54,103.54,"Organic",18,"Other compostable waste"
6265215,"West Devon Borough Council",4,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",4493,"Sims Group Uk Ltd","EX2 8QT",2.385,2.385,"WEEE",52,"WEEE - Fridges & Freezers"
6265216,"West Devon Borough Council",4,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",7932,Other/Exempt,,0.24,0.24,"Paper & Card",7,Paper
6265217,"West Devon Borough Council",4,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",7932,Other/Exempt,,0,0,"",0,
6265218,"West Devon Borough Council",4,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",7932,Other/Exempt,,0,0,"",0,
6265219,"West Devon Borough Council",4,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",9284,"Gormans Metals Ltd","TQ12 2QA",2.08,2.08,"Metal",25,"Other Scrap metal"
6265220,"West Devon Borough Council",4,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",23306,"S W M & Waste Recycling Limited","EX31 3NL",318.56,318.56,"Paper & Card",8,Card
6265221,"West Devon Borough Council",4,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",23928,"E M S Waste Services Ltd","EX5 1DR",0,0,"",0,
6265222,"West Devon Borough Council",4,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",27389,"Palm Paper Limited","PE34 3AL",117.9,117.9,"Paper & Card",7,Paper
6265223,"West Devon Borough Council",4,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",28481,"Recresco Limited - Cwmbran","NP44 5BE",504.288,504.288,"Glass",6,"Mixed glass"
6265224,"West Devon Borough Council",4,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",31085,"Smurfit Kappa UK Ltd","ME6 5AX",0,0,"",0,
6265225,"West Devon Borough Council",4,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",34505,"Wastecare Ltd","TA1 5LZ",0,0,"",0,
6265226,"West Devon Borough Council",4,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",39160,"Newbery Recycling Limited","EX31 1GB",0,0,"",0,
6265227,"West Devon Borough Council",4,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",39380,"Kenbury Wood Limited","EX6 7XD",0,0,"",0,
6265228,"West Devon Borough Council",4,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",17,"Reuse (qu35)",7932,Other/Exempt,,0,0,"",0,
6265229,"West Devon Borough Council",4,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",17,"Reuse (qu35)",7932,Other/Exempt,,0,0,"",0,
6265230,"West Devon Borough Council",4,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",17,"Reuse (qu35)",7932,Other/Exempt,,0,0,"",0,
6265231,"West Devon Borough Council",4,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",17,"Reuse (qu35)",7932,Other/Exempt," TQ13 8DR",0,0,"",0,
6265232,"West Devon Borough Council",4,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",17,"Reuse (qu35)",7932,Other/Exempt,,0,0,"",0,
6265233,"West Devon Borough Council",4,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",17,"Reuse (qu35)",7932,Other/Exempt,,0,0,"",0,
6265234,"West Devon Borough Council",4,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",17,"Reuse (qu35)",8720,Charity/Exempt,,2.9,2.9,"Paper & Card",9,Books
6265235,"West Devon Borough Council",4,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",17,"Reuse (qu35)",8720,Charity/Exempt,,14.282,14.282,"Textiles",15,"Textiles & footwear"
6265236,"West Devon Borough Council",4,"Jul 24 - Sep 24",401,2,"Comingled recyclate",8,"Materials recovery facility",39380,"Kenbury Wood Limited","EX6 7XD",240.966,0,"",0,
6265236,"West Devon Borough Council",4,"Jul 24 - Sep 24",401,2,"Comingled recyclate",4,"Incineration with energy recovery",35255,"MVV Environment Devonport Ltd","PL5 1BU",21.071,0,"",0,
6265236,"West Devon Borough Council",4,"Jul 24 - Sep 24",401,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23581,"Morris & Co Handlers Ltd","DN11 0PS",16.127,16.127,"Metal",11,"Steel cans"
6265236,"West Devon Borough Council",4,"Jul 24 - Sep 24",401,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",31125,"Novelis UK Ltd","WA4 1NN",15.856,15.856,"Metal",12,"Aluminium cans"
6265236,"West Devon Borough Council",4,"Jul 24 - Sep 24",401,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",20410,"Closed Loop London Ltd","RM9 6LF",187.911,187.911,"Plastic",14,"Mixed Plastics"
6265237,"West Devon Borough Council",4,"Jul 24 - Sep 24",401,3,"Food waste",11,"Anaerobic or Aerobic Digestion Segregated",35042,"Andigestion Ltd","EX22 7HH",486.52,486.52,"Organic",43,"Waste food only"
6265238,"West Devon Borough Council",4,"Jul 24 - Sep 24",401,4,"Green waste",13,"Windrow or other composting",8721,Compost/Exempt,,4.92,4.92,"Organic",42,"Green garden waste only"
6265239,"West Devon Borough Council",4,"Jul 24 - Sep 24",401,4,"Green waste",13,"Windrow or other composting",8721,Compost/Exempt,,0,0,"",0,
6265240,"West Devon Borough Council",4,"Jul 24 - Sep 24",401,4,"Green waste",13,"Windrow or other composting",35248,"Mr David Bragg and Mrs Karen Bragg","PL19 8NN",819.6,819.6,"Organic",42,"Green garden waste only"
6265241,"West Devon Borough Council",4,"Jul 24 - Sep 24",401,5,"Residual waste",28,"Material From WDA",7196,"Devon Waste Management Ltd","PL19 8JR",46.66,0,"",0,
6265241,"West Devon Borough Council",4,"Jul 24 - Sep 24",401,5,"Residual waste",13,"Windrow or other composting",40489,"Devon Waste Management Limited","EX38 7JA",46.66,46.66,"Organic",18,"Other compostable waste"
6265242,"West Devon Borough Council",4,"Oct 24 - Dec 24",405,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",4493,"Sims Group Uk Ltd","EX2 8QT",2.61,2.61,"WEEE",52,"WEEE - Fridges & Freezers"
6265243,"West Devon Borough Council",4,"Oct 24 - Dec 24",405,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",7932,Other/Exempt,,0,0,"",0,
6265244,"West Devon Borough Council",4,"Oct 24 - Dec 24",405,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",7932,Other/Exempt,,0.72,0.72,"Tyres",56,"Mixed tyres"
6265245,"West Devon Borough Council",4,"Oct 24 - Dec 24",405,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",7932,Other/Exempt,,0,0,"",0,
6265246,"West Devon Borough Council",4,"Oct 24 - Dec 24",405,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",9284,"Gormans Metals Ltd","TQ12 2QA",0,0,"",0,
6265247,"West Devon Borough Council",4,"Oct 24 - Dec 24",405,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",23306,"S W M & Waste Recycling Limited","EX31 3NL",342.12,342.12,"Paper & Card",8,Card
6265248,"West Devon Borough Council",4,"Oct 24 - Dec 24",405,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",23928,"E M S Waste Services Ltd","EX5 1DR",0,0,"",0,
6265249,"West Devon Borough Council",4,"Oct 24 - Dec 24",405,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",27389,"Palm Paper Limited","PE34 3AL",109.34,109.34,"Paper & Card",7,Paper
6265250,"West Devon Borough Council",4,"Oct 24 - Dec 24",405,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",28481,"Recresco Limited - Cwmbran","NP44 5BE",378.792,378.792,"Glass",6,"Mixed glass"
6265251,"West Devon Borough Council",4,"Oct 24 - Dec 24",405,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",31085,"Smurfit Kappa UK Ltd","ME6 5AX",0,0,"",0,
6265252,"West Devon Borough Council",4,"Oct 24 - Dec 24",405,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",34505,"Wastecare Ltd","TA1 5LZ",0.943,0.943,"Batteries",29,"Post consumer, non automotive batteries"
6265253,"West Devon Borough Council",4,"Oct 24 - Dec 24",405,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",39160,"Newbery Recycling Limited","EX31 1GB",0,0,"",0,
6265254,"West Devon Borough Council",4,"Oct 24 - Dec 24",405,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",39380,"Kenbury Wood Limited","EX6 7XD",0,0,"",0,
6265255,"West Devon Borough Council",4,"Oct 24 - Dec 24",405,1,"Source segregated recyclate",17,"Reuse (qu35)",7932,Other/Exempt,,0,0,"",0,
6265256,"West Devon Borough Council",4,"Oct 24 - Dec 24",405,1,"Source segregated recyclate",17,"Reuse (qu35)",7932,Other/Exempt,,0,0,"",0,
6265257,"West Devon Borough Council",4,"Oct 24 - Dec 24",405,1,"Source segregated recyclate",17,"Reuse (qu35)",7932,Other/Exempt,,0,0,"",0,
6265258,"West Devon Borough Council",4,"Oct 24 - Dec 24",405,1,"Source segregated recyclate",17,"Reuse (qu35)",7932,Other/Exempt," TQ13 8DR",0,0,"",0,
6265259,"West Devon Borough Council",4,"Oct 24 - Dec 24",405,1,"Source segregated recyclate",17,"Reuse (qu35)",7932,Other/Exempt,,0,0,"",0,
6265260,"West Devon Borough Council",4,"Oct 24 - Dec 24",405,1,"Source segregated recyclate",17,"Reuse (qu35)",7932,Other/Exempt,,0,0,"",0,
6265261,"West Devon Borough Council",4,"Oct 24 - Dec 24",405,1,"Source segregated recyclate",17,"Reuse (qu35)",8720,Charity/Exempt,,0.55,0.55,"Paper & Card",9,Books
6265262,"West Devon Borough Council",4,"Oct 24 - Dec 24",405,1,"Source segregated recyclate",17,"Reuse (qu35)",8720,Charity/Exempt,,11.996,11.996,"Textiles",15,"Textiles & footwear"
6265263,"West Devon Borough Council",4,"Oct 24 - Dec 24",405,2,"Comingled recyclate",8,"Materials recovery facility",39380,"Kenbury Wood Limited","EX6 7XD",196.233,0,"",0,
6265263,"West Devon Borough Council",4,"Oct 24 - Dec 24",405,2,"Comingled recyclate",4,"Incineration with energy recovery",35255,"MVV Environment Devonport Ltd","PL5 1BU",14.539,0,"",0,
6265263,"West Devon Borough Council",4,"Oct 24 - Dec 24",405,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23581,"Morris & Co Handlers Ltd","DN11 0PS",17.573,17.573,"Metal",11,"Steel cans"
6265263,"West Devon Borough Council",4,"Oct 24 - Dec 24",405,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",31125,"Novelis UK Ltd","WA4 1NN",15.14,15.14,"Metal",12,"Aluminium cans"
6265263,"West Devon Borough Council",4,"Oct 24 - Dec 24",405,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",20410,"Closed Loop London Ltd","RM9 6LF",148.982,148.982,"Plastic",14,"Mixed Plastics"
6265264,"West Devon Borough Council",4,"Oct 24 - Dec 24",405,3,"Food waste",11,"Anaerobic or Aerobic Digestion Segregated",35042,"Andigestion Ltd","EX22 7HH",496.63,496.63,"Organic",43,"Waste food only"
6265265,"West Devon Borough Council",4,"Oct 24 - Dec 24",405,4,"Green waste",13,"Windrow or other composting",8721,Compost/Exempt,,0,0,"",0,
6265266,"West Devon Borough Council",4,"Oct 24 - Dec 24",405,4,"Green waste",13,"Windrow or other composting",8721,Compost/Exempt,,0,0,"",0,
6265267,"West Devon Borough Council",4,"Oct 24 - Dec 24",405,4,"Green waste",13,"Windrow or other composting",35248,"Mr David Bragg and Mrs Karen Bragg","PL19 8NN",589.7,589.7,"Organic",42,"Green garden waste only"
6265268,"West Devon Borough Council",4,"Oct 24 - Dec 24",405,5,"Residual waste",28,"Material From WDA",7196,"Devon Waste Management Ltd","PL19 8JR",145.86,0,"",0,
6265268,"West Devon Borough Council",4,"Oct 24 - Dec 24",405,5,"Residual waste",13,"Windrow or other composting",40489,"Devon Waste Management Limited","EX38 7JA",145.86,145.86,"Organic",18,"Other compostable waste"
6265269,"West Devon Borough Council",4,"Jan 25 - Mar 25",409,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",7932,Other/Exempt,,0,0,"",0,
6265270,"West Devon Borough Council",4,"Jan 25 - Mar 25",409,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",7932,Other/Exempt,,0.3,0.3,"Tyres",56,"Mixed tyres"
6265271,"West Devon Borough Council",4,"Jan 25 - Mar 25",409,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",7932,Other/Exempt,,0,0,"",0,
6265272,"West Devon Borough Council",4,"Jan 25 - Mar 25",409,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",9284,"Gormans Metals Ltd","TQ12 2QA",2.164,2.164,"Metal",25,"Other Scrap metal"
6265273,"West Devon Borough Council",4,"Jan 25 - Mar 25",409,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",23306,"S W M & Waste Recycling Limited","EX31 3NL",335.84,335.84,"Paper & Card",8,Card
6265274,"West Devon Borough Council",4,"Jan 25 - Mar 25",409,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",23928,"E M S Waste Services Ltd","EX5 1DR",2.108,0.358,"Paper & Card",7,Paper
6265274,"West Devon Borough Council",4,"Jan 25 - Mar 25",409,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",23928,"E M S Waste Services Ltd","EX5 1DR",2.108,0.796,"Paper & Card",8,Card
6265274,"West Devon Borough Council",4,"Jan 25 - Mar 25",409,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",23928,"E M S Waste Services Ltd","EX5 1DR",2.108,0.954,"Wood",47,"Composite wood materials"
6265275,"West Devon Borough Council",4,"Jan 25 - Mar 25",409,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",27389,"Palm Paper Limited","PE34 3AL",77.6,77.6,"Paper & Card",7,Paper
6265276,"West Devon Borough Council",4,"Jan 25 - Mar 25",409,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",28481,"Recresco Limited - Cwmbran","NP44 5BE",512.64,512.64,"Glass",6,"Mixed glass"
6265277,"West Devon Borough Council",4,"Jan 25 - Mar 25",409,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",31085,"Smurfit Kappa UK Ltd","ME6 5AX",0,0,"",0,
6265278,"West Devon Borough Council",4,"Jan 25 - Mar 25",409,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",34505,"Wastecare Ltd","TA1 5LZ",0.566,0.566,"Batteries",29,"Post consumer, non automotive batteries"
6265279,"West Devon Borough Council",4,"Jan 25 - Mar 25",409,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",39160,"Newbery Recycling Limited","EX31 1GB",0,0,"",0,
6265280,"West Devon Borough Council",4,"Jan 25 - Mar 25",409,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",39380,"Kenbury Wood Limited","EX6 7XD",0,0,"",0,
6265281,"West Devon Borough Council",4,"Jan 25 - Mar 25",409,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",39667,"AO Recycling","TF7 4ER",3.735,3.735,"WEEE",52,"WEEE - Fridges & Freezers"
6265282,"West Devon Borough Council",4,"Jan 25 - Mar 25",409,1,"Source segregated recyclate",17,"Reuse (qu35)",7932,Other/Exempt,,0,0,"",0,
6265283,"West Devon Borough Council",4,"Jan 25 - Mar 25",409,1,"Source segregated recyclate",17,"Reuse (qu35)",7932,Other/Exempt,,0,0,"",0,
6265284,"West Devon Borough Council",4,"Jan 25 - Mar 25",409,1,"Source segregated recyclate",17,"Reuse (qu35)",7932,Other/Exempt,,0,0,"",0,
6265285,"West Devon Borough Council",4,"Jan 25 - Mar 25",409,1,"Source segregated recyclate",17,"Reuse (qu35)",7932,Other/Exempt," TQ13 8DR",0,0,"",0,
6265286,"West Devon Borough Council",4,"Jan 25 - Mar 25",409,1,"Source segregated recyclate",17,"Reuse (qu35)",7932,Other/Exempt,,0,0,"",0,
6265287,"West Devon Borough Council",4,"Jan 25 - Mar 25",409,1,"Source segregated recyclate",17,"Reuse (qu35)",7932,Other/Exempt,,0,0,"",0,
6265288,"West Devon Borough Council",4,"Jan 25 - Mar 25",409,1,"Source segregated recyclate",17,"Reuse (qu35)",8720,Charity/Exempt,,0.3,0.3,"Paper & Card",9,Books
6265289,"West Devon Borough Council",4,"Jan 25 - Mar 25",409,1,"Source segregated recyclate",17,"Reuse (qu35)",8720,Charity/Exempt,,13.808,13.808,"Textiles",15,"Textiles & footwear"
6265290,"West Devon Borough Council",4,"Jan 25 - Mar 25",409,2,"Comingled recyclate",8,"Materials recovery facility",39380,"Kenbury Wood Limited","EX6 7XD",240.412,0,"",0,
6265290,"West Devon Borough Council",4,"Jan 25 - Mar 25",409,2,"Comingled recyclate",4,"Incineration with energy recovery",35255,"MVV Environment Devonport Ltd","PL5 1BU",16.947,0,"",0,
6265290,"West Devon Borough Council",4,"Jan 25 - Mar 25",409,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23581,"Morris & Co Handlers Ltd","DN11 0PS",44.89,44.89,"Metal",11,"Steel cans"
6265290,"West Devon Borough Council",4,"Jan 25 - Mar 25",409,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",31125,"Novelis UK Ltd","WA4 1NN",20.918,20.918,"Metal",12,"Aluminium cans"
6265290,"West Devon Borough Council",4,"Jan 25 - Mar 25",409,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",20410,"Closed Loop London Ltd","RM9 6LF",157.657,157.657,"Plastic",14,"Mixed Plastics"
6265291,"West Devon Borough Council",4,"Jan 25 - Mar 25",409,3,"Food waste",11,"Anaerobic or Aerobic Digestion Segregated",35042,"Andigestion Ltd","EX22 7HH",508.56,508.56,"Organic",43,"Waste food only"
6265292,"West Devon Borough Council",4,"Jan 25 - Mar 25",409,4,"Green waste",13,"Windrow or other composting",8721,Compost/Exempt,,2.96,2.96,"Organic",42,"Green garden waste only"
6265293,"West Devon Borough Council",4,"Jan 25 - Mar 25",409,4,"Green waste",13,"Windrow or other composting",8721,Compost/Exempt,,0,0,"",0,
6265294,"West Devon Borough Council",4,"Jan 25 - Mar 25",409,4,"Green waste",13,"Windrow or other composting",35248,"Mr David Bragg and Mrs Karen Bragg","PL19 8NN",428.24,428.24,"Organic",42,"Green garden waste only"
6265295,"West Devon Borough Council",4,"Jan 25 - Mar 25",409,5,"Residual waste",28,"Material From WDA",7196,"Devon Waste Management Ltd","PL19 8JR",127.64,0,"",0,
6265295,"West Devon Borough Council",4,"Jan 25 - Mar 25",409,5,"Residual waste",13,"Windrow or other composting",40489,"Devon Waste Management Limited","EX38 7JA",127.64,127.64,"Organic",18,"Other compostable waste"
6265296,"Colchester Borough Council",7,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",4384,"M D J Light Bros ( Scrap Processors ) Ltd ","BN8 6JN",1.175,1.175,"WEEE",50,"WEEE - TVs & Monitors"
6265297,"Colchester Borough Council",7,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",5192,"European Metal Recycling Limited","NW10 9HA",0.82,0.82,"WEEE",48,"WEEE - Large Domestic App"
6265298,"Colchester Borough Council",7,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",7932,Other/Exempt,,0,0,"",0,
6265299,"Colchester Borough Council",7,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",7932,Other/Exempt,,1.303,1.303,"Composite",61,"Composite food and beverage cartons"
6265300,"Colchester Borough Council",7,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",7932,Other/Exempt,,0,0,"",0,
6265301,"Colchester Borough Council",7,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",7932,Other/Exempt,,6.385,6.385,"Textiles",15,"Textiles & footwear"
6265302,"Colchester Borough Council",7,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",7932,Other/Exempt,,1172.36,1172.36,"Glass",6,"Mixed glass"
6265303,"Colchester Borough Council",7,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",7932,Other/Exempt,,32.9,32.9,"Textiles",15,"Textiles & footwear"
6265304,"Colchester Borough Council",7,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",7932,Other/Exempt,,0,0,"",0,
6265305,"Colchester Borough Council",7,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",11574,"Roydon Polythene ( Exports ) Limited","OL12 0AA",631.54,631.54,"Plastic",14,"Mixed Plastics"
6265306,"Colchester Borough Council",7,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",13692,"S Sacker ( Claydon ) Ltd","IP6 0JB",0,0,"",0,
6265307,"Colchester Borough Council",7,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",13729,"John Whiting Ltd","CO7 7DE",0,0,"",0,
6265308,"Colchester Borough Council",7,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",20173,"Green Recycling Ltd","CM9 5FA",0,0,"",0,
6265309,"Colchester Borough Council",7,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",21172,"Sweeep Kuusakoski Ltd","ME10 2QB",1.08,1.08,"WEEE",49,"WEEE - Small Domestic App"
6265310,"Colchester Borough Council",7,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",21704,"Mercury Recycling Ltd","M17 1HW",0,0,"",0,
6265311,"Colchester Borough Council",7,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,1549.96,1549.96,"Paper & Card",10,"Mixed paper &  card"
6265312,"Colchester Borough Council",7,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",23393,"Alutrade Ltd","B69 4NH",236,236,"Metal",13,"Mixed cans"
